ID Cliente,Nombre Completo,Genero,Edad,Estado,Tipo de empleo,Fecha de Inicio,Balance,Estado Civil,Ultimo grado de estudios,Credito vivienda,Otro credito,Forma de contacto,Impago en credito
3294,Nunzio Ryan,Hombre,55,Nevada,Obrero,21/11/2020,"$81,341.66",Divorciado,Basica,Si,No,Correo,No
3295,Aubert Davis,Hombre,51,Nevada,Otro,21/11/2020,"$44,337.70",Casado,Preparatoria,Si,Si,Correo,No
3296,Francesco Jensen,Hombre,26,Nevada,Obrero,21/11/2020,"$44,058.87",Divorciado,Universidad,Si,No,Correo,No
3297,Clem Mccormick,Hombre,54,Nevada,Obrero,21/11/2020,"$7,242.31",Casado,Universidad,No,Si,Domicilio,No
3298,Krystalle Daniels,Mujer,53,Nevada,Otro,21/11/2020,$547.06,Soltero,Preparatoria,No,No,Correo,Si
3299,Maurise Jensen,Hombre,34,Arizona,Empleado,21/11/2020,"$31,828.34",Soltero,Preparatoria,Si,No,Correo,No
3300,Haven Nunez,Hombre,38,Texas,Otro,22/11/2020,"$67,846.51",Soltero,Preparatoria,Si,No,Correo,No
3301,Richie Fuller,Hombre,46,Texas,Empleado,22/11/2020,"$43,342.13",Casado,Preparatoria,Si,No,Domicilio,No
3302,Isabeau Franklin,Mujer,36,Texas,Empleado,22/11/2020,"$88,845.45",Casado,Preparatoria,Si,No,Correo,Si
3303,Bambi Underwood,Mujer,47,Texas,Obrero,22/11/2020,"$17,129.88",Divorciado,Preparatoria,Si,Si,Correo,No
3304,Reinhard Gonzales,Hombre,28,Texas,Otro,22/11/2020,"$91,747.84",Divorciado,Universidad,Si,No,Correo,No
3305,Joana Horton,Mujer,45,Nevada,Otro,22/11/2020,"$6,691.91",Casado,Preparatoria,No,No,Correo,Si
3306,Northrop Vega,Hombre,35,Nevada,Otro,22/11/2020,"$37,860.66",Soltero,Universidad,No,No,Correo,Si
3307,Karoly Bowman,Mujer,53,Texas,Otro,23/11/2020,"$33,430.10",Casado,Universidad,No,No,Domicilio,No
3308,Keefe Nunez,Hombre,31,Texas,Empleado,23/11/2020,"$20,724.03",Soltero,Universidad,Si,No,Domicilio,No
3309,Olivette Ryan,Mujer,43,Texas,Empleado,23/11/2020,"$18,909.37",Casado,Universidad,Si,No,Domicilio,No
3310,Charlena Spencer,Mujer,28,Texas,Empleado,23/11/2020,"$64,962.70",Soltero,Universidad,Si,No,Correo,No
3311,Layton Garcia,Hombre,43,Texas,Empleado,23/11/2020,"$45,365.88",Soltero,Preparatoria,Si,No,Domicilio,No
3312,Vanda Gibson,Mujer,32,Texas,Empleado,23/11/2020,"$49,745.22",Casado,Basica,No,No,Correo,Si
3313,Meg Floyd,Mujer,30,Texas,Empleado,23/11/2020,"$27,374.93",Divorciado,Universidad,Si,No,Correo,No
3314,Miles Green,Hombre,32,Texas,Otro,23/11/2020,$662.28,Casado,Basica,No,No,Domicilio,No
3315,E'Lane Colon,Mujer,29,Texas,Empleado,23/11/2020,"$41,500.39",Casado,Preparatoria,No,No,Correo,No
3316,Corly Bass,Mujer,30,Texas,Otro,23/11/2020,"$48,211.45",Casado,Preparatoria,Si,No,Correo,Si
3317,Lucio Gomez,Hombre,41,Texas,Empleado,23/11/2020,"$73,856.22",Casado,Universidad,No,No,Correo,No
3318,Ric Bridges,Hombre,50,Nevada,Otro,23/11/2020,"$51,931.01",Soltero,Preparatoria,No,No,Correo,Si
3319,Chrisy Manning,Hombre,22,Arizona,Empleado,23/11/2020,"$24,567.87",Casado,Universidad,No,No,Celular,No
3320,Jasper Yates,Hombre,27,Arizona,Empleado,23/11/2020,"$8,254.43",Casado,Universidad,No,No,Domicilio,No
3321,Trista Meyer,Mujer,27,Florida,Empleado,23/11/2020,"$37,335.40",Soltero,Universidad,Si,No,Correo,No
3322,Alfredo Rodgers,Hombre,47,Texas,Empleado,24/11/2020,"$14,399.13",Divorciado,Basica,Si,No,Correo,Si
3323,Misha Lindsey,Mujer,32,Texas,Otro,24/11/2020,"$61,722.12",Soltero,Universidad,Si,No,Domicilio,No
3324,Micaela Jensen,Mujer,35,Texas,Otro,24/11/2020,"$26,023.70",Casado,Preparatoria,No,No,Correo,No
3325,Ronalda Jensen,Mujer,35,Texas,Obrero,24/11/2020,"$46,984.16",Soltero,Preparatoria,No,No,Domicilio,No
3326,Melissa Jones,Mujer,35,Texas,Otro,24/11/2020,"$30,739.48",Soltero,Universidad,Si,No,Domicilio,No
3327,Jerrilyn Munoz,Mujer,36,Texas,Empleado,24/11/2020,"$31,958.13",Casado,Basica,No,No,Domicilio,No
3328,Alastair Silva,Hombre,50,Texas,Empleado,24/11/2020,"$18,011.54",Casado,Basica,Si,No,Correo,No
3329,Jacquenetta Bass,Mujer,32,Texas,Empleado,24/11/2020,"$66,925.57",Soltero,Preparatoria,Si,No,Correo,No
3330,Lyssa Reid,Mujer,40,Texas,Otro,24/11/2020,"$53,109.39",Divorciado,Preparatoria,Si,Si,Correo,No
3331,Darryl Boone,Hombre,44,Texas,Otro,24/11/2020,"$25,189.33",Casado,Universidad,No,Si,Correo,No
3332,Marsh Daniels,Hombre,21,Texas,Empleado,24/11/2020,"$94,423.24",Casado,Otro,Si,No,Correo,Si
3333,Mace Mullins,Hombre,37,Texas,Obrero,24/11/2020,"$120,969.67",Casado,Preparatoria,Si,No,Correo,No
3334,Germaine Rowe,Hombre,39,Texas,Empleado,24/11/2020,"$56,743.52",Casado,Universidad,Si,No,Celular,Si
3335,Janetta Cross,Mujer,30,Texas,Empleado,24/11/2020,"$40,741.10",Divorciado,Basica,No,No,Correo,No
3336,Duncan Wong,Hombre,53,Nevada,Otro,24/11/2020,"$42,936.07",Casado,Universidad,Si,No,Correo,No
3337,Adel Rogers,Mujer,48,Nevada,Otro,24/11/2020,"$37,832.34",Casado,Universidad,Si,No,Domicilio,No
3338,Dante Mullins,Hombre,60,Nevada,Obrero,24/11/2020,"$60,030.73",Casado,Basica,Si,No,Domicilio,No
3339,Barr Adkins,Hombre,55,Nevada,Otro,24/11/2020,"$28,046.64",Casado,Universidad,Si,No,Domicilio,No
3340,Maury Wong,Hombre,59,Nevada,Obrero,24/11/2020,"$76,298.28",Divorciado,Universidad,No,Si,Domicilio,No
3341,Emmett Ryan,Hombre,46,Nevada,Obrero,24/11/2020,"$91,124.10",Casado,Basica,No,No,Domicilio,No
3342,Candra Gibson,Mujer,28,Arizona,Empleado,24/11/2020,"$32,901.27",Casado,Universidad,No,No,Correo,Si
3343,Jacky Tucker,Mujer,35,Arizona,Empleado,24/11/2020,"$3,633.13",Casado,Universidad,Si,No,Domicilio,No
3344,Sharyl Lindsey,Mujer,35,Arizona,Empleado,24/11/2020,"$44,349.07",Casado,Universidad,Si,Si,Correo,No
3345,Leonidas Jones,Hombre,38,Texas,Empleado,25/11/2020,"$30,730.12",Soltero,Basica,No,No,Correo,No
3346,Vicki Horton,Mujer,37,Texas,Empleado,25/11/2020,"$46,611.28",Divorciado,Universidad,Si,No,Domicilio,No
3347,Merrill Joseph,Hombre,24,Texas,Empleado,25/11/2020,"$1,936.03",Casado,Universidad,Si,No,Correo,No
3348,Davidde Reed,Hombre,40,Texas,Empleado,25/11/2020,"$79,074.54",Casado,Preparatoria,Si,No,Correo,No
3349,Sibelle Malone,Mujer,41,Texas,Obrero,25/11/2020,"$50,192.04",Soltero,Universidad,No,No,Correo,No
3350,Bradley Daniels,Hombre,34,Texas,Obrero,25/11/2020,"$50,058.57",Casado,Preparatoria,No,No,Correo,No
3351,Elsey Davis,Mujer,54,Nevada,Empleado,25/11/2020,"$23,624.22",Casado,Universidad,Si,No,Correo,No
3352,Hurley Davis,Hombre,43,Nevada,Obrero,25/11/2020,"$36,881.49",Casado,Universidad,Si,Si,Correo,No
3353,Grant Becker,Hombre,55,Nevada,Obrero,25/11/2020,"$67,840.70",Casado,Preparatoria,Si,No,Correo,No
3354,Meredeth Reynolds,Hombre,48,Nevada,Obrero,25/11/2020,"$26,160.49",Divorciado,Preparatoria,Si,No,Correo,No
3355,Freda Ryan,Mujer,47,Arizona,Empleado,25/11/2020,"$4,614.73",Casado,Universidad,No,No,Correo,No
3356,Cobb Ellis,Hombre,42,Arizona,Empleado,25/11/2020,"$46,124.22",Casado,Basica,Si,No,Domicilio,No
3357,Freddie Rodgers,Hombre,36,Arizona,Obrero,25/11/2020,"$94,236.82",Casado,Universidad,Si,No,Correo,No
3358,Veronika Gonzales,Mujer,36,Texas,Empleado,26/11/2020,"$9,989.45",Casado,Basica,Si,No,Domicilio,No
3359,Julissa Olson,Mujer,22,Texas,Obrero,26/11/2020,"$102,839.88",Casado,Preparatoria,No,No,Correo,No
3360,Nealon Jennings,Hombre,32,Texas,Empleado,26/11/2020,"$22,595.88",Soltero,Universidad,No,Si,Domicilio,No
3361,Higgins Colon,Hombre,34,Texas,Empleado,26/11/2020,"$3,385.99",Casado,Basica,No,No,Celular,Si
3362,Barbette Floyd,Mujer,45,Texas,Otro,26/11/2020,"$36,809.18",Casado,Basica,Si,No,Correo,No
3363,Callie Adkins,Mujer,42,Texas,Empleado,26/11/2020,"$26,590.81",Soltero,Universidad,No,No,Domicilio,No
3364,Erik Rogers,Hombre,35,Texas,Obrero,26/11/2020,"$37,652.46",Casado,Universidad,Si,No,Domicilio,No
3365,Aridatha Ellis,Mujer,29,Texas,Otro,26/11/2020,"$30,111.01",Divorciado,Universidad,No,Si,Domicilio,No
3366,Ernest Silva,Hombre,44,Nevada,Otro,26/11/2020,"$29,759.87",Casado,Universidad,Si,No,Correo,No
3367,Bruce Gomez,Hombre,47,Nevada,Obrero,26/11/2020,"$22,386.37",Casado,Basica,No,No,Correo,No
3368,Derk Bass,Hombre,28,Arizona,Obrero,26/11/2020,"$5,125.01",Casado,Universidad,No,No,Correo,Si
3369,Brigitte Munoz,Mujer,41,Arizona,Empleado,26/11/2020,"$60,008.07",Divorciado,Universidad,No,No,Correo,No
3370,Anet Malone,Mujer,20,Florida,Otro,26/11/2020,"$90,825.52",Divorciado,Universidad,Si,No,Domicilio,No
3371,Celie Klein,Mujer,39,Texas,Empleado,27/11/2020,"$44,532.21",Soltero,Preparatoria,No,No,Correo,No
3372,Leandra Perez,Mujer,42,Texas,Empleado,27/11/2020,"$100,805.12",Casado,Preparatoria,Si,No,Correo,No
3373,Cybel Potter,Mujer,41,Texas,Empleado,27/11/2020,"$4,915.15",Soltero,Preparatoria,Si,Si,Domicilio,No
3374,Goddart Bass,Hombre,42,Texas,Obrero,27/11/2020,"$55,740.91",Soltero,Preparatoria,No,No,Correo,No
3375,Alexi Jones,Mujer,28,Texas,Empleado,27/11/2020,"$26,978.73",Casado,Universidad,Si,No,Correo,No
3376,Osmund Franklin,Hombre,25,Texas,Otro,27/11/2020,"$89,235.03",Casado,Otro,No,No,Correo,No
3377,Maurene Green,Mujer,29,Texas,Otro,27/11/2020,"$13,494.97",Soltero,Universidad,Si,No,Correo,No
3378,Micheal Malone,Hombre,31,Texas,Obrero,27/11/2020,"$17,510.60",Casado,Otro,No,No,Correo,No
3379,Dorthea Chandler,Mujer,34,Texas,Empleado,27/11/2020,"$61,955.00",Casado,Universidad,Si,No,Correo,No
3380,Norbert Weaver,Hombre,20,Texas,Empleado,27/11/2020,"$12,123.07",Divorciado,Otro,Si,No,Correo,No
3381,Liana Wood,Mujer,23,Texas,Otro,27/11/2020,"$5,966.30",Soltero,Universidad,Si,No,Correo,No
3382,Myra Franklin,Mujer,41,Texas,Empleado,27/11/2020,"$46,776.39",Casado,Universidad,Si,No,Domicilio,No
3383,Byram May,Hombre,47,Texas,Empleado,27/11/2020,"$6,704.58",Casado,Otro,Si,No,Correo,No
3384,Aditya Williams,Hombre,47,Texas,Otro,27/11/2020,"$25,046.43",Casado,Universidad,Si,No,Correo,No
3385,Morry Rogers,Hombre,32,Texas,Empleado,27/11/2020,"$27,529.40",Soltero,Universidad,Si,No,Correo,No
3386,Martita Meyer,Mujer,54,Texas,Empleado,27/11/2020,"$20,919.73",Soltero,Preparatoria,No,No,Correo,Si
3387,Giorgio Garcia,Hombre,29,Texas,Empleado,27/11/2020,"$14,983.51",Casado,Universidad,Si,No,Domicilio,No
3388,Margi Beck,Mujer,35,Texas,Empleado,27/11/2020,"$6,017.64",Soltero,Preparatoria,Si,No,Domicilio,No
3389,Elayne Cross,Mujer,33,Texas,Obrero,27/11/2020,"$43,340.69",Casado,Universidad,Si,Si,Correo,No
3390,Arielle Rogers,Mujer,35,Texas,Otro,27/11/2020,"$59,075.82",Divorciado,Universidad,Si,No,Domicilio,No
3391,Fran Peterson,Hombre,42,Texas,Obrero,27/11/2020,"$78,698.22",Casado,Basica,Si,Si,Correo,No
3392,Christoph Williams,Hombre,33,Texas,Empleado,27/11/2020,"$21,476.33",Casado,Otro,Si,No,Domicilio,No
3393,Hillel Mullins,Hombre,38,Texas,Empleado,27/11/2020,"$14,730.79",Casado,Universidad,Si,No,Celular,No
3394,Frankie Carr,Hombre,25,Texas,Obrero,27/11/2020,"$25,540.22",Casado,Preparatoria,Si,No,Domicilio,No
3395,Mikey Jones,Hombre,33,Texas,Otro,27/11/2020,"$8,120.24",Casado,Universidad,No,No,Correo,Si
3396,Mort Silva,Hombre,44,Texas,Empleado,27/11/2020,"$36,483.01",Casado,Universidad,Si,No,Domicilio,No
3397,Annice Munoz,Mujer,30,Texas,Empleado,27/11/2020,$293.96,Casado,Universidad,Si,No,Domicilio,No
3398,Flynn Thompson,Hombre,41,Texas,Empleado,27/11/2020,"$12,721.94",Casado,Universidad,Si,No,Domicilio,No
3399,Adriane Potter,Mujer,44,Nevada,Otro,27/11/2020,"$53,566.60",Casado,Universidad,No,Si,Correo,No
3400,Garvin Underwood,Hombre,52,Nevada,Otro,27/11/2020,"$49,654.52",Casado,Preparatoria,Si,No,Domicilio,No
3401,Silvie Hodges,Mujer,47,Nevada,Otro,27/11/2020,"$98,947.55",Casado,Preparatoria,No,Si,Correo,No
3402,Alaa Horton,Hombre,47,Nevada,Obrero,27/11/2020,"$22,313.34",Soltero,Preparatoria,Si,No,Domicilio,No
3403,Dannye Munoz,Mujer,61,Nevada,Obrero,27/11/2020,"$1,532.28",Soltero,Preparatoria,No,No,Domicilio,No
3404,Pattie Rose,Hombre,49,Nevada,Obrero,27/11/2020,"$10,592.75",Casado,Preparatoria,No,Si,Correo,No
3405,Adams Nunez,Hombre,63,Nevada,Obrero,27/11/2020,"$39,760.61",Soltero,Preparatoria,Si,No,Correo,No
3406,Lin Cross,Hombre,32,Nevada,Obrero,27/11/2020,"$21,076.55",Casado,Universidad,Si,No,Domicilio,No
3407,Curt Underwood,Hombre,61,Nevada,Obrero,27/11/2020,"$19,974.06",Soltero,Universidad,Si,Si,Correo,No
3408,Guthrie Rowe,Hombre,30,Arizona,Empleado,27/11/2020,"$8,185.40",Divorciado,Preparatoria,Si,No,Correo,No
3409,Redmond Malone,Hombre,18,Arizona,Obrero,27/11/2020,"$80,775.81",Soltero,Preparatoria,Si,No,Celular,No
3410,Fraser Horton,Hombre,31,Arizona,Obrero,27/11/2020,"$15,030.22",Soltero,Basica,No,No,Domicilio,No
3411,Monroe May,Hombre,46,Arizona,Otro,27/11/2020,"$42,838.70",Casado,Preparatoria,Si,No,Correo,No
3412,Silvia Gomez,Mujer,39,Arizona,Empleado,27/11/2020,"$51,111.79",Casado,Preparatoria,No,No,Correo,No
3413,Connolly Tucker,Hombre,44,Arizona,Empleado,27/11/2020,"$31,152.37",Casado,Universidad,Si,Si,Correo,No
3414,Gene Olson,Mujer,33,Arizona,Empleado,27/11/2020,"$79,435.82",Soltero,Preparatoria,No,No,Correo,Si
3415,Rosalind Franklin,Mujer,19,Florida,Otro,27/11/2020,"$2,389.49",Soltero,Universidad,No,No,Correo,No
3416,Kyle Brewer,Mujer,35,Texas,Empleado,28/11/2020,"$15,799.01",Soltero,Universidad,Si,No,Correo,No
3417,Pip Rowe,Hombre,42,Texas,Empleado,28/11/2020,"$43,713.84",Soltero,Preparatoria,No,Si,Correo,No
3418,Sonnnie Vega,Mujer,37,Texas,Otro,28/11/2020,"$25,539.45",Divorciado,Preparatoria,Si,No,Celular,No
3419,Joline Jensen,Mujer,32,Texas,Empleado,28/11/2020,"$27,732.12",Casado,Universidad,Si,Si,Domicilio,No
3420,Feliza Silva,Mujer,50,Texas,Empleado,28/11/2020,"$27,990.94",Casado,Universidad,No,Si,Correo,No
3421,Ram Boone,Hombre,25,Texas,Otro,28/11/2020,"$81,255.27",Soltero,Preparatoria,No,No,Correo,No
3422,Mira Gomez,Mujer,25,Texas,Empleado,28/11/2020,"$40,092.54",Casado,Basica,Si,No,Correo,No
3423,Moore Klein,Hombre,32,Texas,Empleado,28/11/2020,"$60,670.67",Casado,Preparatoria,No,No,Domicilio,Si
3424,Tasha Nunez,Mujer,50,Nevada,Empleado,28/11/2020,"$37,483.12",Casado,Basica,No,No,Correo,No
3425,Tania Reid,Mujer,33,Nevada,Empleado,28/11/2020,$439.78,Casado,Universidad,No,No,Correo,Si
3426,Calvin Bridges,Hombre,53,Nevada,Otro,28/11/2020,"$62,182.46",Soltero,Preparatoria,No,No,Correo,No
3427,Guillaume Warren,Hombre,51,Nevada,Otro,28/11/2020,"$36,566.54",Casado,Basica,Si,No,Correo,No
3428,Glen Bass,Hombre,61,Nevada,Obrero,28/11/2020,"$40,303.27",Casado,Universidad,No,No,Correo,No
3429,Ioana Munoz,Mujer,28,Arizona,Empleado,28/11/2020,"$4,000.13",Casado,Preparatoria,No,No,Correo,No
3430,Angelica Nunez,Mujer,29,Arizona,Obrero,28/11/2020,"$23,766.15",Casado,Basica,Si,No,Correo,No
3431,Jeane Colon,Mujer,24,Arizona,Obrero,28/11/2020,"$17,184.82",Soltero,Preparatoria,Si,No,Correo,No
3432,Lavinia Bass,Mujer,40,Arizona,Empleado,28/11/2020,"$42,938.24",Soltero,Universidad,No,No,Correo,Si
3433,Virginie Brewer,Mujer,35,Arizona,Empleado,28/11/2020,"$102,055.04",Casado,Universidad,Si,No,Domicilio,No
3434,Joyous Mack,Mujer,33,Texas,Empleado,29/11/2020,"$12,115.73",Casado,Universidad,No,No,Correo,No
3435,Ambros Underwood,Hombre,31,Texas,Empleado,29/11/2020,"$18,631.58",Soltero,Preparatoria,Si,No,Correo,No
3436,Jilli Garcia,Mujer,36,Texas,Otro,29/11/2020,"$32,445.42",Casado,Universidad,Si,No,Domicilio,No
3437,Netti Warren,Mujer,24,Texas,Otro,29/11/2020,"$54,603.09",Casado,Universidad,Si,No,Correo,No
3438,Daisy Yates,Mujer,32,Texas,Empleado,29/11/2020,"$83,525.46",Soltero,Universidad,Si,No,Correo,No
3439,Dennis Jensen,Hombre,54,Nevada,Otro,29/11/2020,"$70,109.39",Casado,Otro,No,No,Domicilio,No
3440,Regen Page,Hombre,61,Nevada,Obrero,29/11/2020,"$25,373.54",Casado,Universidad,No,No,Correo,No
3441,Kimball Mullins,Hombre,42,Nevada,Obrero,29/11/2020,"$30,841.70",Casado,Universidad,Si,Si,Correo,No
3442,Pavel Manning,Hombre,34,Arizona,Otro,29/11/2020,"$45,126.09",Casado,Universidad,Si,Si,Correo,No
3443,Amabel Mack,Mujer,21,Florida,Obrero,29/11/2020,"$61,269.75",Casado,Basica,No,No,Domicilio,No
3444,Giraud Spencer,Hombre,25,Texas,Empleado,30/11/2020,"$83,443.81",Casado,Universidad,Si,No,Correo,No
3445,Terza Reynolds,Mujer,36,Texas,Empleado,30/11/2020,"$59,265.63",Divorciado,Universidad,Si,No,Domicilio,No
3446,Reeva Bowman,Mujer,18,Texas,Empleado,30/11/2020,"$103,736.75",Casado,Universidad,No,No,Domicilio,No
3447,Ingrid Gonzales,Mujer,34,Texas,Empleado,30/11/2020,"$6,053.49",Casado,Universidad,No,No,Correo,No
3448,Bernhard Davis,Hombre,31,Texas,Empleado,30/11/2020,"$4,651.76",Casado,Preparatoria,No,No,Domicilio,No
3449,Rosemary Bass,Mujer,39,Texas,Empleado,30/11/2020,"$45,414.88",Divorciado,Universidad,No,No,Correo,No
3450,Judas Floyd,Hombre,35,Texas,Empleado,30/11/2020,"$209,885.18",Soltero,Universidad,No,No,Correo,No
3451,Hercules Malone,Hombre,36,Texas,Empleado,30/11/2020,"$30,436.19",Casado,Basica,Si,No,Domicilio,No
3452,Rik Bass,Hombre,40,Texas,Obrero,30/11/2020,"$33,114.87",Soltero,Basica,No,No,Domicilio,No
3453,Mandie Rowe,Mujer,36,Texas,Otro,30/11/2020,"$80,781.55",Casado,Universidad,Si,No,Correo,No
3454,Junia Perez,Mujer,32,Texas,Empleado,30/11/2020,"$102,539.06",Soltero,Universidad,Si,No,Domicilio,No
3455,Jenica Gomez,Mujer,39,Texas,Empleado,30/11/2020,"$117,786.24",Divorciado,Universidad,Si,No,Domicilio,No
3456,Lawrence Perez,Hombre,38,Texas,Obrero,30/11/2020,"$22,543.88",Divorciado,Universidad,No,Si,Domicilio,No
3457,Hyacinthia Ramos,Mujer,24,Texas,Empleado,30/11/2020,"$97,853.85",Casado,Universidad,No,No,Correo,No
3458,Kara-Lynn Silva,Mujer,45,Texas,Empleado,30/11/2020,"$45,098.37",Soltero,Preparatoria,Si,No,Domicilio,No
3459,Kitty Cross,Mujer,55,Nevada,Empleado,30/11/2020,"$70,415.39",Casado,Universidad,No,No,Correo,Si
3460,Marko Reid,Hombre,51,Nevada,Otro,30/11/2020,"$4,536.28",Soltero,Basica,Si,No,Correo,No
3461,Barbey Ramos,Mujer,56,Nevada,Otro,30/11/2020,"$3,742.39",Casado,Universidad,Si,No,Domicilio,No
3462,Jodi Hill,Hombre,44,Nevada,Empleado,30/11/2020,"$41,991.43",Soltero,Universidad,No,No,Correo,No
3463,Niccolo Bass,Hombre,49,Nevada,Otro,30/11/2020,"$74,326.34",Casado,Universidad,Si,No,Celular,No
3464,Joleen Becker,Mujer,58,Nevada,Otro,30/11/2020,"$73,917.13",Casado,Universidad,No,No,Correo,No
3465,Tillie May,Mujer,42,Arizona,Empleado,30/11/2020,"$16,907.78",Soltero,Universidad,Si,Si,Correo,No
3466,Remy Bridges,Mujer,44,Arizona,Otro,30/11/2020,"$51,394.57",Casado,Universidad,Si,No,Domicilio,No
3467,Verene Lindsey,Mujer,31,Arizona,Empleado,30/11/2020,"$6,575.13",Divorciado,Universidad,Si,No,Correo,No
3468,Arvie Bass,Hombre,41,Arizona,Obrero,30/11/2020,$82.13,Divorciado,Preparatoria,Si,No,Domicilio,No
3469,Barb Horton,Mujer,37,Arizona,Empleado,30/11/2020,"$25,064.39",Divorciado,Universidad,No,Si,Domicilio,No
3470,Con Hodges,Mujer,41,Arizona,Empleado,30/11/2020,"$12,672.43",Casado,Basica,Si,No,Correo,No
3471,Charlot Meyer,Mujer,20,Arizona,Empleado,30/11/2020,"$65,287.63",Soltero,Universidad,Si,Si,Domicilio,No
3472,Stefa Horton,Mujer,34,Florida,Obrero,30/11/2020,"$17,882.82",Casado,Basica,Si,No,Correo,No
3473,Kattie Reid,Mujer,42,Texas,Empleado,01/12/2020,"$47,412.84",Casado,Universidad,Si,No,Domicilio,No
3474,Pace Green,Hombre,45,Texas,Empleado,01/12/2020,"$47,962.42",Casado,Preparatoria,Si,Si,Celular,No
3475,Deb Jones,Mujer,33,Texas,Empleado,01/12/2020,"$13,818.67",Casado,Universidad,No,No,Domicilio,No
3476,Hildegaard Joseph,Mujer,42,Nevada,Otro,01/12/2020,"$9,320.12",Soltero,Universidad,No,No,Correo,No
3477,Bethena Brewer,Mujer,46,Nevada,Otro,01/12/2020,"$29,077.73",Casado,Universidad,Si,No,Domicilio,No
3478,Hiralal Ramos,Hombre,43,Nevada,Obrero,01/12/2020,"$54,599.36",Casado,Otro,Si,No,Correo,No
3479,Dorri Williams,Mujer,24,Arizona,Empleado,01/12/2020,"$17,594.09",Casado,Basica,Si,No,Domicilio,No
3480,Barnebas Adkins,Hombre,44,Arizona,Empleado,01/12/2020,"$108,378.40",Soltero,Preparatoria,Si,No,Domicilio,No
3481,Tootsie Potter,Mujer,28,Texas,Empleado,02/12/2020,"$119,571.61",Casado,Universidad,Si,No,Domicilio,No
3482,Hortensia Page,Mujer,34,Texas,Empleado,02/12/2020,"$54,529.88",Casado,Universidad,Si,No,Correo,No
3483,Melonie Davis,Mujer,42,Texas,Empleado,02/12/2020,"$27,230.18",Casado,Universidad,Si,No,Correo,No
3484,Edin Jones,Mujer,33,Texas,Empleado,02/12/2020,"$24,390.21",Casado,Preparatoria,No,No,Celular,No
3485,Filipe Wood,Hombre,21,Texas,Empleado,02/12/2020,"$41,841.85",Casado,Universidad,Si,Si,Correo,No
3486,Judith Cross,Mujer,40,Texas,Empleado,02/12/2020,"$52,083.09",Soltero,Preparatoria,Si,Si,Correo,No
3487,Chloris Mack,Mujer,44,Texas,Otro,02/12/2020,"$12,632.46",Casado,Basica,No,No,Celular,No
3488,Brunhilde Nunez,Mujer,44,Texas,Otro,02/12/2020,"$71,324.58",Casado,Otro,Si,No,Celular,No
3489,Humphrey Silva,Hombre,33,Texas,Empleado,02/12/2020,"$8,826.54",Casado,Preparatoria,No,No,Correo,No
3490,Ishmael Warren,Hombre,29,Texas,Obrero,02/12/2020,"$45,442.55",Casado,Universidad,Si,Si,Domicilio,No
3491,Crawford Vega,Hombre,37,Texas,Obrero,02/12/2020,"$25,043.28",Soltero,Preparatoria,No,No,Correo,No
3492,Maison Gomez,Hombre,57,Nevada,Otro,02/12/2020,"$87,486.15",Casado,Preparatoria,No,No,Celular,Si
3493,Ileane Green,Mujer,53,Nevada,Empleado,02/12/2020,"$8,933.43",Casado,Universidad,Si,No,Domicilio,No
3494,Martie Pena,Hombre,48,Nevada,Obrero,02/12/2020,"$5,640.64",Soltero,Preparatoria,Si,Si,Correo,No
3495,Jed Mullins,Hombre,54,Nevada,Otro,02/12/2020,"$41,038.84",Casado,Basica,No,No,Correo,No
3496,King Chandler,Hombre,43,Nevada,Obrero,02/12/2020,"$28,855.19",Casado,Basica,No,No,Celular,No
3497,Mei Ellis,Mujer,30,Arizona,Obrero,02/12/2020,$89.19,Soltero,Preparatoria,No,Si,Correo,No
3498,Gui Olson,Mujer,36,Texas,Empleado,03/12/2020,$609.46,Casado,Universidad,Si,No,Domicilio,No
3499,Teri Spencer,Mujer,34,Texas,Otro,03/12/2020,"$38,299.27",Divorciado,Universidad,No,No,Correo,Si
3500,Emil Wood,Hombre,29,Texas,Empleado,03/12/2020,"$142,115.37",Soltero,Preparatoria,Si,No,Correo,No
3501,Cris Nunez,Hombre,34,Texas,Otro,03/12/2020,"$157,698.03",Casado,Universidad,No,No,Correo,No
3502,Erinna Fuller,Mujer,49,Texas,Empleado,03/12/2020,"$78,565.94",Casado,Preparatoria,No,No,Correo,No
3503,Nettie Mullins,Mujer,48,Texas,Empleado,03/12/2020,"$40,727.79",Divorciado,Preparatoria,Si,No,Correo,Si
3504,Nonie Colon,Mujer,29,Texas,Empleado,03/12/2020,"$48,752.64",Soltero,Universidad,No,Si,Correo,No
3505,Edmond Joseph,Hombre,31,Texas,Empleado,03/12/2020,$908.58,Casado,Preparatoria,No,No,Correo,No
3506,Loraine Gibson,Mujer,41,Texas,Empleado,03/12/2020,"$122,867.04",Casado,Preparatoria,Si,No,Domicilio,No
3507,Harland Morales,Hombre,29,Texas,Empleado,03/12/2020,"$53,044.96",Casado,Preparatoria,No,Si,Correo,No
3508,Shel Meyer,Mujer,42,Texas,Obrero,03/12/2020,"$34,902.55",Casado,Universidad,Si,No,Domicilio,No
3509,Dasha Wood,Mujer,40,Texas,Empleado,03/12/2020,"$16,955.43",Casado,Universidad,No,No,Domicilio,No
3510,Norwood Williams,Hombre,18,Texas,Otro,03/12/2020,"$21,712.33",Divorciado,Universidad,Si,Si,Correo,No
